Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
11d75942a76d859738afaf9d8be4b90c9c9a5d4e,"[CALCITE-4314] Remove unused fields, methods, and variables

See
https://errorprone.info/bugpattern/UnusedMethod
https://errorprone.info/bugpattern/UnusedVariable",['edbd35acf76dbd44cc148f036d0d02cbe2105c81'],False,"['CassandraProject.java', 'CassandraRules.java', 'ColumnLoader.java', 'EnumerableMatch.java', 'EnumerableTableFunctionScan.java', 'EnumerableWindow.java', 'RexImpTable.java', 'Interpreter.java', 'CalciteMetaImpl.java', 'Step.java', 'RelOptUtil.java', 'SubstitutionVisitor.java', 'VolcanoRuleCall.java', 'CalcitePrepareImpl.java', 'PlannerImpl.java', 'ProfilerImpl.java', 'AbstractRelNode.java', 'RelFactories.java', 'RelJson.java', 'RelJsonReader.java', 'RelJsonWriter.java', 'RelMdCollation.java', 'RelMdUniqueKeys.java', 'RelMetadataQuery.java', 'RelToSqlConverter.java', 'AggregateReduceFunctionsRule.java', 'JoinAssociateRule.java', 'JoinToMultiJoinRule.java', 'ReduceExpressionsRule.java', 'MaterializedViewAggregateRule.java', 'RexInterpreter.java', 'RexProgramBuilder.java', 'RexSimplify.java', 'Like.java', 'Matcher.java', 'SqlFunctions.java', 'SqlDialectFactoryImpl.java', 'SqlIntervalQualifier.java', 'SqlStateCodes.java', 'SqlWindow.java', 'SqlSimpleParser.java', 'SqlMultisetSetOperator.java', 'SqlPrettyWriter.java', 'CollectScope.java', 'RelDecorrelator.java', 'RelFieldTrimmer.java', 'RelStructuredTypeFlattener.java', 'SqlToRelConverter.java', 'StandardConvertletTable.java', 'ChunkList.java', 'PartiallyOrderedSet.java', 'Util.java', 'XmlOutput.java', 'DruidConnectionImpl.java', 'DruidJsonFilter.java', 'DruidRules.java', 'ElasticsearchEnumerators.java', 'ElasticsearchTable.java', 'PredicateAnalyzer.java', 'QueryBuilders.java', 'FileReader.java', 'FileRowConverter.java', 'GeodeFilter.java', 'GeodeRules.java', 'GeodeSimpleEnumerator.java', 'GeodeSimpleSchema.java', 'EnumerableDefaults.java', 'Functions.java', 'Expressions.java', 'Types.java', 'VisitorImpl.java', 'MongoToEnumerableConverter.java', 'SqlShell.java', 'VmstatTableFunction.java', 'MutableArrayTable.java', 'EnumerableToSparkConverter.java', 'SparkRules.java', 'SplunkDriver.java', 'SplunkPushDownRule.java']"
5628311e506e13a567f1bd41e1cfba27a8719d22,"[CALCITE-4314] Avoid escaping HTML entities in JavaDoc code blocks

See https://errorprone.info/bugpattern/EscapedEntity",['11d75942a76d859738afaf9d8be4b90c9c9a5d4e'],False,"['RexToLixTranslator.java', 'SubstitutionVisitor.java', 'Sarg.java', 'Extensions.java', 'ExpressionType.java', 'Primitive.java']"
1435ed51c6764708b6c9952dca0af9374bf1f329,"[CALCITE-4314] Avoid returning mutable and non-mutable lists from the same method

See https://errorprone.info/bugpattern/MixedMutabilityReturnType",['5628311e506e13a567f1bd41e1cfba27a8719d22'],False,"['SubstitutionVisitor.java', 'CalciteCatalogReader.java', 'RelJsonReader.java', 'RelMdUniqueKeys.java', 'SqlAdvisor.java', 'PartiallyOrderedSet.java', 'Functions.java', 'Expressions.java', 'PigRelOpVisitor.java']"
04f8a078589f78aa421e137f6cb8d06ff0c3d458,"[CALCITE-4314] Avoid long = int + int in EnumerableDefaults.orderBy

See https://errorprone.info/bugpattern/IntLongMath",['1435ed51c6764708b6c9952dca0af9374bf1f329'],False,['EnumerableDefaults.java']
0cdb485ee8d5edfcbf9a2daaf4e09b2c89cd11c8,"[CALCITE-4314] Use exact parameter names in JavaDoc

See https://errorprone.info/bugpattern/InvalidParam",['04f8a078589f78aa421e137f6cb8d06ff0c3d458'],False,['EnumerableDefaults.java']
b88bae9905048a777ccccce5eb7819b1b9bf51f5,"[CALCITE-4314] Avoid Collection.equals(...) usage as its behavior is not specified

See https://errorprone.info/bugpattern/UndefinedEquals",['0cdb485ee8d5edfcbf9a2daaf4e09b2c89cd11c8'],False,['GroupingImpl.java']
c528771e5c4c9ab6e15e7d4ee5536fdff6fb2019,"[CALCITE-4314] Replace SortedSet with NavigableSet

SortedSet was replaced by NavigableSet in Java 6.

See https://errorprone.info/bugpattern/JdkObsolete",['b88bae9905048a777ccccce5eb7819b1b9bf51f5'],False,"['CassandraProject.java', 'CassandraRules.java', 'Lattice.java', 'RelOptUtil.java', 'SubstitutionVisitor.java', 'ProfilerImpl.java', 'SimpleProfiler.java', 'Match.java', 'RelMdCollation.java', 'RelMdPredicates.java', 'AggregateExpandDistinctAggregatesRule.java', 'AggregateJoinTransposeRule.java', 'SqlAbstractParserImpl.java', 'RelDecorrelator.java', 'RelStructuredTypeFlattener.java', 'BitSets.java', 'EquivalenceSet.java', 'ImmutableBitSet.java', 'ImmutableNullableMap.java', 'SerializableCharset.java', 'UtilTest.java', 'EnumerableDefaults.java']"
2cbb0c4fef8d72224db5a33659fad898a9f0e849,"[CALCITE-4314] Replace protected methods in final classes with package-private

See https://errorprone.info/bugpattern/ProtectedMembersInFinalClass",['c528771e5c4c9ab6e15e7d4ee5536fdff6fb2019'],False,"['RelTraitSet.java', 'DruidType.java']"
995b90bdee997d879f69020de06fe4f6e24f49eb,"[CALCITE-4314] Suppress warnings on Guava's @Beta API usage

@Beta APIs should not be used in library code as they are subject to change

See https://github.com/google/guava/wiki/PhilosophyExplained#beta-apis",['2cbb0c4fef8d72224db5a33659fad898a9f0e849'],False,"['RelTraitDef.java', 'SqlImplementor.java', 'DateRangeRules.java', 'RelDataTypeFactoryImpl.java', 'RexAnalyzer.java', 'RexBuilder.java', 'RexSimplify.java', 'RexUtil.java', 'SqlUtil.java', 'RangeSets.java', 'Sarg.java', 'DruidDateTimeUtils.java', 'DruidRules.java']"
042802fc6f78244ca2b5759b9727c77676bed8ae,"[CALCITE-4314] Make inner classes static when possible

See https://errorprone.info/bugpattern/ClassCanBeStatic",['995b90bdee997d879f69020de06fe4f6e24f49eb'],False,"['AbstractRelOptPlanner.java', 'MutableRel.java', 'JoinToMultiJoinRule.java', 'PushProjector.java', 'RexProgramBuilder.java', 'SqlSpecialOperator.java', 'SqlAdvisor.java', 'SqlToRelConverter.java', 'FileRowConverter.java', 'PigRelBuilder.java']"
4dd81e98b13b5ff0336bf49330d602cbfde0edc6,[CALCITE-4314] Avoid MissingCasesInEnumSwitch,['042802fc6f78244ca2b5759b9727c77676bed8ae'],False,['RexSimplify.java']
cff3695264797e292d08302786c074ebe1d1c43c,"[CALCITE-4314] Replace LinkedList with ArrayList, ArrayDeque, HashSet

It is very rare for LinkedList to out-perform ArrayList or ArrayDeque

See https://errorprone.info/bugpattern/JdkObsolete",['4dd81e98b13b5ff0336bf49330d602cbfde0edc6'],False,"['HepPlanner.java', 'IterativeRuleQueue.java', 'TopDownRuleQueue.java', 'RelMdUniqueKeys.java', 'JsonFunctions.java', 'SqlFunctions.java', 'RelBuilder.java', 'KafkaMessageEnumerator.java', 'PigRelOpVisitor.java', 'SplunkPushDownRule.java', 'StringUtils.java']"
3fa4bf1ef5b83fb0a3e1be451fba1677d19f52e2,"[CALCITE-4314] Suppress JdkObsolete warning for Date usage when used in converters

The new code should not use java.util.Date class, however,
converter classes can't avoid it.",['cff3695264797e292d08302786c074ebe1d1c43c'],False,"['CassandraEnumerator.java', 'RelMdPredicates.java', 'SqlFunctions.java', 'BitSets.java', 'SaffronProperties.java', 'Unsafe.java', 'Util.java', 'DruidConnectionImpl.java', 'ElasticsearchEnumerators.java', 'CsvEnumerator.java', 'FileRowConverter.java', 'GeodeUtils.java', 'MongoEnumerator.java', 'HttpServer.java']"
6917193bd142830461ff15dfe24923369208e148,"[CALCITE-4314] Suppress MutablePublicArray in Cassandra and Mongo adapters

See https://errorprone.info/bugpattern/MutablePublicArray",['3fa4bf1ef5b83fb0a3e1be451fba1677d19f52e2'],False,"['CassandraRules.java', 'MongoRules.java']"
e53724630af60566784e8aa7d8f56fe2932b12cc,"[CALCITE-4314] Suppress JdkObsolete for Stack usage

It should be replaced with Deque",['6917193bd142830461ff15dfe24923369208e148'],False,"['TopDownRuleDriver.java', 'Pattern.java']"
122db544ca7b2488dadc88f1eaba54447e4af4b2,"[CALCITE-4314] Use canonical class references

See https://errorprone.info/bugpattern/NonCanonicalType",['5be8a9aefcd7219cfe336729d4b1010f3d2c886a'],False,"['MetadataSchema.java', 'Prepare.java', 'MaterializedViewJoinRule.java', 'MaterializedViewOnlyJoinRule.java', 'MaterializedViewProjectFilterRule.java', 'MaterializedViewProjectJoinRule.java']"
cafe7ec3ac54a8b0aa0a145a1e2928e33f1c59e4,[CALCITE-4314] Resolve ProtectedMembersInFinalClass,['122db544ca7b2488dadc88f1eaba54447e4af4b2'],False,"['AggregateExpandDistinctAggregatesRule.java', 'FilterRemoveIsNotDistinctFromRule.java', 'JoinExtractFilterRule.java', 'RelDecorrelator.java']"
fe7c1f5808fa1894e7c1b4a7a2239b188c7c56b4,"[CALCITE-4314] Avoid importing of common names

See https://errorprone.info/bugpattern/BadImport",['cafe7ec3ac54a8b0aa0a145a1e2928e33f1c59e4'],False,"['RelOptUtil.java', 'MaterializedViewRule.java', 'SqlFunctions.java', 'SqlToRelConverter.java']"
c0ee886cc028c1baa40f14f04590f99451920b18,[CALCITE-4314] Avoid misleading fall through,['179ccca2833e919844723ff84ab3a449300b123e'],False,['SqlToRelConverter.java']
0024fdbed652bdd007d7eb1d5b9770b559e909bc,[CALCITE-4314] Avoid Map modification in forEcah loop,['be6fc6f34688d309903af4d76c92fb51eda10350'],False,"['RelDecorrelator.java', 'RelStructuredTypeFlattener.java']"
50920958af56217b49d3209a39017574688a8783,[CALCITE-4314] Avoid excessive lambdas in SemiJoinRule,['0024fdbed652bdd007d7eb1d5b9770b559e909bc'],False,['SemiJoinRule.java']
155276591288615c4d02d55fb7d77eceb2e24b2d,"[CALCITE-4314] Suppress the current CatchAndPrintStackTrace, MissingSummary, etc",['5bf678e2af3cae0f67a3c6e79cadf420f0325926'],False,"['EnumerableTableScan.java', 'JdbcImplementor.java', 'Bindables.java', 'Interpreter.java', 'CachingLatticeStatisticProvider.java', 'RelMdPredicates.java', 'RelMdRowCount.java', 'FlatLists.java', 'Hook.java', 'SqlFunctions.java', 'TrustAllSslSocketFactory.java', 'SqlNode.java', 'SqlParseException.java', 'SqlTypeUtil.java', 'RelDecorrelator.java', 'ControlFlowException.java', 'Util.java', 'DruidJsonFilter.java', 'DruidQuery.java', 'DruidType.java', 'ElasticsearchTransport.java', 'PredicateAnalyzer.java', 'GeodeAggregate.java', 'GeodeTable.java', 'GeodeUtils.java', 'SqlShell.java', 'SplunkDriver.java', 'SplunkConnectionImpl.java']"
69e812ff23b6f23a3737abeea5a8978a02bc2b5d,Site: change 1.25.0 release date to 2020-08-22,['155276591288615c4d02d55fb7d77eceb2e24b2d'],False,"['history.md', '2020-08-22-release-1.25.0.md']"
4c3ebf8a4dc04221fc13a53cf09b6da478e08aae,"Refactor ResultSetEnumerable to avoid nested lambdas

This reduces the likelihood of javac issues.

See https://github.com/policeman-tools/forbidden-apis/issues/173",['532f903fe495d741053619c13a51537e57dcd619'],False,['ResultSetEnumerable.java']
836202c3f5aa04d56fa2fd2debc3c2024f92357e,[CALCITE-4316] Avoid NPE when nulls are used in divide call,['4c3ebf8a4dc04221fc13a53cf09b6da478e08aae'],False,"['SqlBinaryOperator.java', 'SqlValidatorTest.java']"
8df4df024128da846ccb404487628b413747a2c5,"[CALCITE-4324] Avoid sqlline classpath caching by default, add sqlline and sqlsh tests

The classpath caching can be enabled with CACHE_SQLLINE_CLASSPATH=Y environment variable",['5ae3c16153fd81fdf28f8493eb3c0178b860f269'],False,"['main.yml', '.ratignore', 'build.gradle.kts', 'build.gradle.kts', 'sqlline', 'sqlline.bat', 'smoke_test.sql', 'sqlline', 'sqlline.bat', 'sqlsh', 'sqlsh.bat']"
fcca91431003879e25d5191146b08683d22b0ccb,"Doc: typo fix

Close #2193",['3957f2a0e2389a78427953bf49c4448a34526655'],False,"['geode_adapter.md', 'howto.md', 'kafka_adapter.md', 'lattice.md', 'materialized_views.md', 'model.md']"
c7fdae22fb0e6b220152f05a7343ce5569283a83,"[CALCITE-4302] Improve cost propagation in volcano to avoid re-propagation (Botong Huang)

CALCITE-3330 changed the cost propagation in volcano from DFS to BFS.
However, there is still room for improvement. A subset can be updated
more than once in a cost propagation process. For instance, A -> D, A ->
B -> C -> D. When subset A has an update, using BFS subset D (and thus
all subsets above/after D) can be updated twice, first via A -> D and
then C -> D. We can further improve the BFS by always popping the
relNode with the smallest cost from the queue, similar to the Dijkstra
algorithm. So that whenever a relNode is popped from the queue, its
current best cannot be further deceased any more. As a result, all
subsets will only be propagated at most once.

close apache/calcite#2187",['ebefe52f577da5c744ea863480ed3c98b7ef2e99'],False,"['RelSet.java', 'RelSubset.java', 'VolcanoPlanner.java', 'DruidAdapter2IT.java', 'DruidAdapterIT.java']"
ee5c78444558117c71cc7058a79bc920a52cad59,"[CALCITE-4325] RexSimplify incorrectly simplifies complex expressions that contain Sarg and IS NULL

Improve how class Sarg handles IS NULL and IS NOT NULL
conditions. They are now handled symmetrically, using fields
nullCount and notNullCount, whereas previously we used
containsNull, which could handle IS NULL only in certain
circumstances and IS NOT NULL not at all.

In CalciteAssert, correct rounding floating point rounding
errors before comparing SQL column values. For example,
'236.55000000000007' becomes '236.55'. This fixes some
intermittent Druid test failures.",['16b22b105dfcb3d95cc7af8eb54105f231d18cc9'],False,"['RexSimplify.java', 'Sarg.java', 'RexProgramTest.java', 'RelBuilderTest.java', 'sub-query.iq', 'TpcdsTest.java']"
ffc1e3b05e7f920d95c48f7c75fd48372684b8e7,"Make progress on [CALCITE-4204] Intermittent precision in Druid results when using aggregation functions over columns of type DOUBLE

If a query returns a column value that has at least four
zeros or nines after the decimal point (indicating that
rounding has occurred) clean up the rounding. For example,
'12.3449999962' becomes '12.345'. Most queries have a result
that is decimal exact to a small number of decimal places;
such queries are re-enabled in this change, because they are
now deterministic. There are still a few queries whose
decimal does not terminate (perhaps it is a rational number)
and therefore [CALCITE-4204] remains open.",['ee5c78444558117c71cc7058a79bc920a52cad59'],False,"['TimeString.java', 'TimeWithTimeZoneString.java', 'TimestampString.java', 'TimestampWithTimeZoneString.java', 'Util.java', 'SqlParserTest.java', 'CalciteAssert.java', 'SqlValidatorTest.java', 'TestUtil.java', 'TestUtilTest.java', 'DruidAdapter2IT.java', 'DruidAdapterIT.java']"
cd922deff8ae3f25546b1d77fb147c3098eb177b,"Site: fix aggregate function doc

Method result() now returns an int value, as required by the method signature
(Alexander Trushev)",['538f6ae70d82c23f4afb72fbea5bc8b49a81fe52'],False,['adapter.md']
fbef7c8fd90e59f6ba2043fe37045eb2590abc8f,Make buildSrc jars reproducible for better caching,['cd922deff8ae3f25546b1d77fb147c3098eb177b'],False,['build.gradle.kts']
9f1332585b86be18ececdf15b3f103c9b069c25d,"Remove files that change often from Travis cache, remove broken files automatically

The cache itself is useful, however, there might be two problems:
* Corrupted files might get cached, so the subsequent builds would fail
* Too large cache might slowdown the build

cleanup-gradle-cache solves both issues.

The cache itself is still re-uploaded on every build (see ""store build cache""),
so it might need more investigations.",['fbef7c8fd90e59f6ba2043fe37045eb2590abc8f'],False,['.travis.yml']
bda7fb188b01c0334a7bf1662101e259321893a4,"[CALCITE-4321] JDBC adapter omits FILTER (WHERE ...) expressions when generating SQL (Jeremiah Rhoads Hall)

Working fix and simple test case for FILTER-WHERE conditions
not being added to aggregate calls during SQL implementation
in class SqlImplementor.

Add `supportsAggregateFunctionFilter()` to SqlDialect. If a
dialect does not support FILTER-WHERE, SqlImplementor instead
generates an aggregate function with CASE. (This works for
all aggregate functions where NULL values are ignored.)

Extend the CASE rewrite to support COUNT with zero, one or
more arguments (Julian Hyde).

Close apache/calcite#2204",['9f1332585b86be18ececdf15b3f103c9b069c25d'],False,"['JdbcRules.java', 'SqlImplementor.java', 'SqlDialect.java', 'BigQuerySqlDialect.java', 'HsqldbSqlDialect.java', 'RelToSqlConverterTest.java', 'agg.iq']"
3c7e2e3f3edbf60d93ebf7c8946d1177a02d3e87,"[CALCITE-4225] Make RelDecorrelator pluggable

* Change all the members of RelDecorrelator as protected scope
* Add RelDecorrelator.getVisitor to override the dispatcher visitor
* Add RelDecorrelator.getPostDecorrelateRules for post decorrelation
  optimisation",['c2527ccf440f7750bfbabd2063c402440c5b32a0'],False,['RelDecorrelator.java']
f9d23a62145e8c490492214836ce9cd7d1dcc35e,[CALCITE-4332] Improve error when planning rule produces a relational expression with wrong row type,['3c7e2e3f3edbf60d93ebf7c8946d1177a02d3e87'],False,"['RelOptUtil.java', 'VolcanoPlanner.java', 'RelOptUtilTest.java', 'PlannerTests.java', 'VolcanoPlannerTest.java']"
c70845687337ac65d00d3680d551549b9bda2b56,"[CALCITE-4345] AggregateCaseToFilterRule throws NullPointerException when converting CASE without ELSE (Jiatao Tao)

For example, 'SUM(CASE WHEN b THEN 1 END)' is equivalent to
'SUM(CASE WHEN b THEN 1 ELSE NULL END)', and both should be
converted to 'SUM(1) FILTER (WHERE b)', but before this bug
was fixed the former would throw NullPointerException.

Close apache/calcite#2225",['add837afd15e1816e6415387559f51bd04996ef9'],False,"['AggregateCaseToFilterRule.java', 'RelOptRulesTest.java', 'RelOptRulesTest.xml', 'agg.iq']"
